sampleId,nFlies,gds
RU_Vla_Ale_1_2017-08-15,40,TRUE
RU_Vla_Ale_1_2018-09-09,40,TRUE
RU_Vla_Ale_1_2018-10-13,40,TRUE
RW_Wes_Gik_1_2008-12-16,27,TRUE
SE_Ska_Lun_1_2014-07-31,40,TRUE
SE_Ska_Lun_1_2015-08-08,40,TRUE
SE_Ska_Lun_1_2015-08-24,40,TRUE
SIM_SIM_w501_1_NA-MM-DD,1,TRUE
TR_Ank_Yes_1_2014-08-31,40,TRUE
TR_Ank_Yes_1_2014-10-23,40,TRUE
TR_Ank_Yes_1_2015-05-01,40,TRUE
TR_Ank_Yes_1_2015-06-01,40,TRUE
TR_Ank_Yes_1_2015-07-28,40,TRUE
TR_Ank_Yes_1_2015-08-27,40,TRUE
TR_Ank_Yes_1_2015-09-17,40,TRUE
TR_Ank_Yes_1_2015-10-15,40,TRUE
TR_Ank_Yes_1_2016-05-26,40,TRUE
TR_Ank_Yes_1_2016-06-25,40,TRUE
TR_Ank_Yes_1_2016-07-27,40,TRUE
TR_Ank_Yes_1_2016-08-24,40,TRUE
TR_Ank_Yes_1_2016-09-27,40,TRUE
TR_Ank_Yes_1_2016-10-13,40,TRUE
TR_Ank_Yes_1_2017-06-07,40,TRUE
TR_Ank_Yes_1_2017-06-30,40,TRUE
TR_Ank_Yes_1_2017-07-29,37,NA
TR_Ank_Yes_1_2017-08-30,30,TRUE
TR_Ank_Yes_1_2017-09-26,30,TRUE
TR_Ank_Yes_1_2017-10-13,40,TRUE
TR_Ank_Yes_1_2018-05-19,40,TRUE
TR_Ank_Yes_1_2018-06-25,40,TRUE
TR_Ank_Yes_1_2018-07-28,40,TRUE
TR_Ank_Yes_1_2018-08-27,40,TRUE
TR_Ank_Yes_1_2018-09-27,40,TRUE
TR_Ank_Yes_1_2018-10-12,40,TRUE
TR_Ank_Yes_1_2019-06-26,40,TRUE
TR_Ank_Yes_1_2019-08-14,40,TRUE
TR_Ank_Yes_1_2019-09-17,30,TRUE
TR_Ank_Yes_1_2019-10-10,40,TRUE
TR_Ank_Yes_1_2020-05-21,40,TRUE
TR_Ank_Yes_1_2020-06-26,40,TRUE
TR_Ank_Yes_1_2020-07-13,40,TRUE
TR_Ank_Yes_1_2020-08-18,40,TRUE
TR_Ank_Yes_1_2020-09-16,40,TRUE
TR_Ank_Yes_1_2020-10-14,40,TRUE
TR_Ank_Yes_1_2021-05-19,40,TRUE
TR_Ank_Yes_1_2021-06-25,40,TRUE
TR_Ank_Yes_1_2021-07-27,40,TRUE
TR_Ank_Yes_1_2021-08-19,40,TRUE
TR_Ank_Yes_1_2021-09-20,40,TRUE
TR_Ank_Yes_1_2021-10-16,40,TRUE
UA_Che_Dmy_1_2021-07-17,40,TRUE
UA_Che_Kan_1_2016-07-08,40,TRUE
UA_Che_Uma_1_2014-10-01,40,TRUE
UA_Che_Uma_1_2015-09-26,40,TRUE
UA_Che_Uma_1_2016-09-11,40,TRUE
UA_Che_Uma_1_2016-09-17,40,TRUE
UA_Che_Uma_1_2017-09-16,40,TRUE
UA_Che_Uma_1_2017-10-07,40,TRUE
UA_Che_Uma_1_2018-09-21,40,TRUE
UA_Che_Uma_1_2019-08-13,36,TRUE
UA_Che_Uma_1_2019-10-14,40,TRUE
UA_Che_Uma_1_2019-10-20,40,TRUE
UA_Che_Uma_1_2020-08-19,40,TRUE
UA_Che_Uma_1_2020-09-27,40,TRUE
UA_Che_Uma_1_2021-09-19,40,TRUE
UA_Che_Var_1_2014-08-18,40,TRUE
UA_Che_Var_1_2015-08-25,40,TRUE
UA_Che_Var_1_2016-08-26,40,TRUE
UA_Che_Var_1_2018-09-03,40,TRUE
UA_Che_Var_1_2019-09-14,38,TRUE
UA_Che_Var_1_2020-10-11,40,TRUE
UA_Che_Var_1_2021-09-26,40,TRUE
UA_Don_Mar_1_2021-08-23,40,TRUE
UA_Don_Mar_2_2021-08-23,40,TRUE
UA_Don_Roz_1_2021-08-12,40,TRUE
UA_Kha_Kha_1_2014-07-26,40,TRUE
UA_Kha_Kha_1_2014-09-14,40,TRUE
UA_Kha_Kha_1_2015-08-20,40,TRUE
UA_Kha_Kha_1_2016-08-18,40,TRUE
UA_Kha_Kha_1_2018-09-24,40,TRUE
UA_Kha_Kha_1_2021-08-18,40,TRUE
UA_Kie_Cho_1_2014-09-13,40,TRUE
UA_Kie_Cho_1_2015-06-15,40,TRUE
UA_Kie_Cho_1_2015-07-07,40,TRUE
UA_Kie_Cho_1_2015-08-20,40,TRUE
UA_Kie_Cho_1_2015-08-26,40,TRUE
UA_Kie_Cho_1_2016-09-04,40,TRUE
UA_Kie_Cho_1_2016-09-05,40,TRUE
UA_Kie_Cho_1_2019-09-06,35,TRUE
UA_Kie_Cho_2_2014-09-13,40,TRUE
UA_Kie_Cho_2_2015-08-26,40,TRUE
UA_Kie_Cho_2_2016-09-04,40,TRUE
UA_Kie_Cho_3_2014-09-13,35,TRUE
UA_Kie_Cho_3_2015-08-26,40,TRUE
UA_Kie_Cho_4_2014-09-13,40,TRUE
UA_Kie_Cho_4_2015-08-26,40,TRUE
UA_Kie_Cho_5_2015-08-26,40,TRUE
UA_Kie_Cho_6_2015-08-26,40,TRUE
UA_Kie_Hle_1_2021-08-29,40,TRUE
UA_Kie_Kho_1_2021-08-09,40,TRUE
UA_Kie_Kop_1_2019-09-06,38,TRUE
UA_Kie_Kyi_1_2014-08-09,40,TRUE
UA_Kie_Kyi_1_2014-09-08,40,TRUE
UA_Kie_Kyi_1_2014-10-11,40,TRUE
UA_Kie_Kyi_1_2015-08-10,40,TRUE
UA_Kie_Kyi_1_2016-08-06,40,TRUE
UA_Kie_Kyi_1_2016-09-04,40,TRUE
UA_Kie_Kyi_1_2016-10-03,40,TRUE
UA_Kie_Kyi_1_2020-09-29,40,TRUE
UA_Kie_Pri_1_2016-09-03,40,TRUE
UA_Kie_Vys_1_2017-08-11,40,TRUE
UA_Kie_Vys_1_2017-09-03,40,TRUE
UA_Kie_Vys_1_2017-09-26,40,TRUE
UA_Kie_Vys_1_2017-10-19,40,TRUE
UA_Kie_Vys_1_2018-07-25,40,TRUE
UA_Kie_Vys_1_2018-08-29,40,TRUE
UA_Kie_Vys_1_2018-09-27,40,TRUE
UA_Kie_Vys_1_2019-08-12,40,TRUE
UA_Kie_Vys_1_2019-09-02,40,TRUE
UA_Kie_Vys_1_2020-08-18,40,TRUE
UA_Kie_Vys_1_2020-09-21,40,TRUE
UA_Kie_Vys_1_2020-10-15,30,TRUE
UA_Kie_Vys_1_2021-08-01,40,TRUE
UA_Kie_Vys_1_2021-09-19,40,TRUE
UA_Lvi_Dro_1_2014-08-24,40,TRUE
UA_Lvi_Dro_1_2015-09-18,40,TRUE
UA_Lvi_Dro_1_2016-09-12,40,TRUE
UA_Myk_Ryb_1_2021-07-22,40,TRUE
UA_Ode_Ode_1_2013-05-16,37,TRUE
UA_Ode_Ode_1_2013-10-15,61,TRUE
UA_Ode_Ode_1_2014-07-03,40,TRUE
UA_Ode_Ode_1_2014-07-22,40,TRUE
UA_Ode_Ode_1_2014-08-29,40,TRUE
UA_Ode_Ode_1_2014-10-10,40,TRUE
UA_Ode_Ode_1_2015-06-30,40,TRUE
UA_Ode_Ode_1_2015-07-26,40,TRUE
UA_Ode_Ode_1_2015-08-27,40,TRUE
UA_Ode_Ode_1_2015-09-26,40,TRUE
UA_Ode_Ode_1_2016-08-20,40,TRUE
UA_Ode_Ode_1_2016-09-15,40,TRUE
UA_Ode_Ode_1_2017-08-12,23,TRUE
UA_Ode_Ode_1_2017-09-23,40,TRUE
UA_Ode_Ode_1_2018-06-30,40,TRUE
UA_Ode_Ode_1_2018-08-15,40,TRUE
UA_Ode_Ode_1_2018-09-15,40,TRUE
UA_Ode_Ode_1_2019-06-15,40,TRUE
UA_Ode_Ode_1_2019-09-06,35,TRUE
UA_Ode_Ode_1_2020-08-28,40,TRUE
UA_Ode_Ode_1_2020-09-26,40,TRUE
UA_Ode_Ode_1_2020-09-28,40,TRUE
UA_Ode_Ode_1_2020-10-30,40,TRUE
UA_Ode_Ode_1_2021-11-11,40,TRUE
UA_Pol_Pyr_1_2014-08-20,40,TRUE
UA_Pol_Pyr_1_2015-08-26,40,TRUE
UA_Pol_Pyr_1_2016-08-23,40,TRUE
UA_Pol_Pyr_1_2017-08-22,40,TRUE
UA_Pol_Pyr_1_2017-09-03,32,TRUE
UA_Pol_Pyr_1_2019-08-25,40,TRUE
UA_Pol_Pyr_1_2019-09-06,38,TRUE
UA_Pol_Pyr_1_2021-07-29,40,TRUE
UA_Vol_Lut_1_2019-08-28,40,TRUE
UA_Zap_Zap_1_2019-06-17,36,TRUE
UG_Kis_Kis_1_2012-01-16,5,TRUE
US_Cal_And_-1_2013-10-15,317,TRUE
US_Cal_And_0_2013-10-15,634,TRUE
US_Cal_And_10_2013-10-15,24,TRUE
US_Cal_And_11_2013-10-15,24,TRUE
US_Cal_And_12_2013-10-15,24,TRUE
US_Cal_And_13_2013-10-15,72,TRUE
US_Cal_And_14_2013-10-15,72,TRUE
US_Cal_And_15_2013-10-15,125,TRUE
US_Cal_And_16_2013-10-15,125,TRUE
US_Cal_And_17_2013-10-15,72,TRUE
US_Cal_And_18_2013-10-15,72,TRUE
US_Cal_And_19_2013-10-15,24,TRUE
US_Cal_And_1_2013-10-15,24,TRUE
US_Cal_And_20_2013-10-15,24,TRUE
US_Cal_And_2_2013-10-15,24,TRUE
US_Cal_And_3_2013-10-15,72,TRUE
US_Cal_And_4_2013-10-15,72,TRUE
US_Cal_And_5_2013-10-15,125,TRUE
US_Cal_And_6_2013-10-15,125,TRUE
US_Cal_And_7_2013-10-15,72,TRUE
US_Cal_And_8_2013-10-15,72,TRUE
US_Cal_And_9_2013-10-15,24,TRUE
US_Cal_Esp_1_2012-06-13,27,TRUE
US_Cal_Esp_1_2012-08-22,92,TRUE
US_Cal_Esp_1_2012-11-20,92,TRUE
US_Cal_Esp_1_2013-05-07,50,TRUE
US_Cal_Esp_1_2013-09-01,57,TRUE
US_Cal_Pla_1_2012-08-25,100,TRUE
US_Cal_Pla_1_2012-11-18,56,TRUE
US_Cal_Pla_1_2013-08-30,88,TRUE
US_Cal_Pla_1_2013-12-16,72,TRUE
US_Cal_Sto_1_2012-10-01,100,TRUE
US_Cal_Sto_1_2012-11-15,58,TRUE
US_Cal_Sto_1_2013-09-03,72,TRUE
US_Cal_Tuo_1_2012-10-10,116,TRUE
US_Cal_Tuo_1_2012-11-17,60,TRUE
US_Cal_Tuo_1_2013-05-14,98,TRUE
US_Cal_Tuo_1_2013-08-31,100,TRUE
US_Cal_Tuo_1_2013-12-08,100,TRUE
US_Cal_Win_1_1998-07-02,35,TRUE
US_Flo_Hom_1_2004-07-01,16,TRUE
US_Flo_Hom_1_2010-07-15,39,TRUE
US_Flo_Hom_1_2010-12-16,48,TRUE
US_Flo_Hom_2_2004-07-01,16,TRUE
US_Geo_Ath_1_2014-06-17,44,TRUE
US_Geo_Ath_1_2014-10-15,99,TRUE
US_Geo_Hah_1_2008-07-16,51,TRUE
US_Ill_Urb_1_2015-07-11,184,TRUE
US_Kan_Top_1_2014-06-22,72,TRUE
US_Kan_Top_1_2014-10-22,48,TRUE
US_Lou_Bat_0_2013-09-15,634,TRUE
US_Lou_Bat_10_2013-09-15,24,TRUE
US_Lou_Bat_1_2013-09-15,24,TRUE
US_Lou_Bat_2_2013-09-15,72,TRUE
US_Lou_Bat_3_2013-09-15,125,TRUE
US_Lou_Bat_4_2013-09-15,72,TRUE
US_Lou_Bat_5_2013-09-15,24,TRUE
US_Lou_Bat_6_2013-09-15,24,TRUE
US_Lou_Bat_7_2013-09-15,72,TRUE
US_Lou_Bat_8_2013-09-15,125,TRUE
US_Lou_Bat_9_2013-09-15,72,TRUE
US_Lou_Wes_0_2013-09-15,634,TRUE
US_Lou_Wes_10_2013-09-15,24,TRUE
US_Lou_Wes_1_2013-09-15,24,TRUE
US_Lou_Wes_2_2013-09-15,72,TRUE
US_Lou_Wes_3_2013-09-15,125,TRUE
US_Lou_Wes_4_2013-09-15,72,TRUE
US_Lou_Wes_5_2013-09-15,24,TRUE
US_Lou_Wes_6_2013-09-15,24,TRUE
US_Lou_Wes_7_2013-09-15,72,TRUE
US_Lou_Wes_8_2013-09-15,125,TRUE
US_Lou_Wes_9_2013-09-15,72,TRUE
US_Mai_Bow_1_2004-07-01,16,TRUE
US_Mai_Bow_1_2009-10-15,86,TRUE
US_Mai_Bow_2_2009-10-15,75,TRUE
US_Mai_Wal_1_2004-07-01,16,TRUE
US_Mas_Lan_1_2012-07-28,100,TRUE
US_Mas_Lan_1_2012-10-02,63,TRUE
US_Mas_Lan_1_2014-07-20,32,TRUE
US_Mas_Lan_1_2014-10-20,90,TRUE
US_Mic_Ben_1_2014-07-26,106,TRUE
US_Mic_Ben_1_2014-11-05,34,TRUE
US_New_Ith_1_2004-07-01,19,TRUE
US_New_Ith_1_2012-07-25,30,TRUE
US_New_Ith_1_2012-09-23,58,TRUE
US_Nor_Ral_1_2003-07-01,205,TRUE
US_Nor_Ral_2_2003-07-01,92,TRUE
US_Pen_Lin_1_2009-07-15,55,TRUE
US_Pen_Lin_1_2009-11-16,74,TRUE
US_Pen_Lin_1_2010-07-15,116,TRUE
US_Pen_Lin_1_2010-11-16,33,TRUE
US_Pen_Lin_1_2011-07-15,75,TRUE
US_Pen_Lin_1_2011-10-15,47,TRUE
US_Pen_Lin_1_2011-11-16,50,TRUE
US_Pen_Lin_1_2012-07-16,115,TRUE
US_Pen_Lin_1_2012-09-13,50,TRUE
US_Pen_Lin_1_2012-10-10,100,TRUE
US_Pen_Lin_1_2013-06-15,54,TRUE
US_Pen_Lin_1_2014-06-27,92,TRUE
US_Pen_Lin_1_2014-10-17,50,TRUE
US_Pen_Lin_1_2015-07-15,74,TRUE
US_Pen_Lin_1_2015-10-15,52,TRUE
US_Pen_Sta_1_2014-06-18,45,TRUE
US_Pen_Sta_1_2014-10-16,67,TRUE
US_Pen_Sta_1_2015-07-18,47,TRUE
US_Rho_Pro_10_2015-06-11,34,TRUE
US_Rho_Pro_11_2015-06-11,34,TRUE
US_Rho_Pro_12_2015-06-11,34,TRUE
US_Rho_Pro_1_2014-09-25,41,TRUE
US_Rho_Pro_1_2015-06-11,34,TRUE
US_Rho_Pro_2_2014-09-25,41,TRUE
US_Rho_Pro_2_2015-06-11,34,TRUE
US_Rho_Pro_3_2014-09-25,41,TRUE
US_Rho_Pro_3_2015-06-11,34,TRUE
US_Rho_Pro_4_2014-09-25,41,TRUE
US_Rho_Pro_4_2015-06-11,34,TRUE
US_Rho_Pro_5_2014-09-25,41,TRUE
US_Rho_Pro_5_2015-06-11,34,TRUE
US_Rho_Pro_6_2015-06-11,34,TRUE
US_Rho_Pro_7_2015-06-11,34,TRUE
US_Rho_Pro_8_2015-06-11,34,TRUE
US_Rho_Pro_9_2015-06-11,34,TRUE
US_Sou_Eut_1_2010-07-15,48,TRUE
US_Tex_Lub_0_2013-09-15,634,TRUE
US_Tex_Lub_10_2013-09-15,24,TRUE
US_Tex_Lub_1_2013-09-15,24,TRUE
US_Tex_Lub_2_2013-09-15,72,TRUE
US_Tex_Lub_3_2013-09-15,125,TRUE
US_Tex_Lub_4_2013-09-15,72,TRUE
US_Tex_Lub_5_2013-09-15,24,TRUE
US_Tex_Lub_6_2013-09-15,24,TRUE
US_Tex_Lub_7_2013-09-15,72,TRUE
US_Tex_Lub_8_2013-09-15,125,TRUE
US_Tex_Lub_9_2013-09-15,72,TRUE
US_Tex_Sto_0_2013-09-15,634,TRUE
US_Tex_Sto_10_2013-09-15,24,TRUE
US_Tex_Sto_1_2013-09-15,24,TRUE
US_Tex_Sto_2_2013-09-15,72,TRUE
US_Tex_Sto_3_2013-09-15,125,TRUE
US_Tex_Sto_4_2013-09-15,72,TRUE
US_Tex_Sto_5_2013-09-15,24,TRUE
US_Tex_Sto_6_2013-09-15,24,TRUE
US_Tex_Sto_7_2013-09-15,72,TRUE
US_Tex_Sto_8_2013-09-15,125,TRUE
US_Tex_Sto_9_2013-09-15,72,TRUE
US_Vir_Cha_1_2012-07-18,95,TRUE
US_Vir_Cha_1_2012-11-05,50,TRUE
US_Vir_Cha_1_2014-06-25,104,TRUE
US_Vir_Cha_1_2014-10-14,76,TRUE
US_Vir_Cha_1_2015-07-01,65,TRUE
US_Vir_Cha_1_2015-10-19,89,TRUE
US_Vir_Cha_1_2016-06-24,37,TRUE
US_Vir_Cha_1_2016-07-08,36,TRUE
US_Vir_Cha_1_2016-07-22,22,TRUE
US_Vir_Cha_1_2016-08-19,23,TRUE
US_Vir_Cha_1_2016-09-02,146,TRUE
US_Vir_Cha_1_2016-09-16,113,TRUE
US_Vir_Cha_1_2016-10-03,40,TRUE
US_Vir_Cha_1_2016-10-14,150,TRUE
US_Vir_Cha_1_2016-10-28,118,TRUE
US_Vir_Cha_1_2016-11-11,86,TRUE
US_Vir_Cha_1_2016-12-03,70,TRUE
US_Vir_Cha_1_2017-06-22,39,TRUE
US_Vir_Cha_1_2017-07-07,45,TRUE
US_Vir_Cha_1_2017-07-20,69,TRUE
US_Vir_Cha_1_2017-08-03,29,TRUE
US_Vir_Cha_1_2017-08-17,32,TRUE
US_Vir_Cha_1_2017-08-31,87,TRUE
US_Vir_Cha_1_2017-09-14,92,TRUE
US_Vir_Cha_1_2017-09-28,136,TRUE
US_Vir_Cha_1_2017-10-12,107,TRUE
US_Vir_Cha_1_2017-10-26,120,TRUE
US_Vir_Cha_1_2017-11-09,122,TRUE
US_Vir_Cha_1_2017-11-24,21,TRUE
US_Vir_Cha_1_2017-12-07,24,TRUE
US_Vir_Cha_1_2018-06-28,10,TRUE
US_Vir_Cha_1_2018-07-05,26,TRUE
US_Vir_Cha_1_2018-07-12,58,TRUE
US_Vir_Cha_1_2018-07-26,70,TRUE
US_Vir_Cha_1_2018-08-09,84,TRUE
US_Vir_Cha_1_2018-08-23,69,TRUE
US_Vir_Cha_1_2018-09-06,60,TRUE
US_Vir_Cha_1_2018-09-20,77,TRUE
US_Vir_Cha_1_2018-10-04,108,TRUE
US_Vir_Cha_1_2018-10-18,136,TRUE
US_Vir_Cha_1_2018-10-25,122,TRUE
US_Vir_Cha_1_2018-11-01,103,TRUE
US_Vir_Cha_1_2018-11-29,16,TRUE
US_Vir_Cha_1_2019-06-18,40,TRUE
US_Vir_Cha_1_2019-08-14,30,TRUE
US_Vir_Cha_1_2019-09-06,40,TRUE
US_Vir_Cha_1_2020-07-03,40,TRUE
US_Vir_Cha_1_2020-08-21,23,TRUE
US_Vir_Cha_1_2020-09-30,27,TRUE
US_Vir_Cha_1_2021-10-15,40,TRUE
US_Was_Tac_1_2014-07-15,70,TRUE
US_Wis_Cro_1_2012-06-10,83,TRUE
US_Wis_Cro_1_2012-09-11,164,TRUE
US_Wis_Cro_1_2012-10-20,100,TRUE
US_Wis_Cro_1_2013-07-02,130,TRUE
US_Wis_Cro_1_2013-09-22,61,TRUE
US_Wis_Cro_1_2014-06-25,130,TRUE
US_Wis_Cro_1_2014-09-18,61,TRUE
ZA_Eas_Bar_1_2011-12-16,5,TRUE
ZA_Lim_Pha_1_2010-07-16,30,TRUE
ZA_Mpu_Dul_1_2011-12-16,76,TRUE
ZM_Sou_Sia_1_2010-07-16,196,TRUE
ZW_Mat_Vic_1_2001-07-16,9,TRUE
